id,is_iceberg
0230b06d,0.99105984
f8d7f7ba,0.3648153
08bd1053,0.9891588
58e4dc8c,0.024952885
4793ce8e,0.9994802
304caab4,0.04527782
f2ee6d7f,0.99713254
e1f9c0e4,0.99632156
8e40401c,0.99556774
5d9eaba2,0.9976285
55e7562c,0.93329495
9da6cb4b,0.0436862
c3c1c8ec,0.08043243
3b38698e,0.9200437
6c9eb909,0.41782305
482a3d1d,0.93320763
0e9918f0,0.99429
ef894fd2,0.0302482
4b82e7f7,0.99942386
b9cdd7fb,0.99059147
94a496f4,0.37635845
995eacae,0.99855465
41b02e58,0.99919003
69f04617,0.968887
c889a03c,0.99952316
91f98acf,0.9993529
9135c19f,0.9457222
1f0e9c09,0.44082403
260d6e8e,0.49505723
46334397,0.088740595
f34ddf31,0.6182715
4d6177d7,0.8114588
76a57270,0.98471975
217b8cea,0.61820847
9a45a566,0.42074633
1b55c75e,0.09027097
7bd92ec6,0.9986142
6c409f41,0.95915055
df3e48eb,0.97612756
62723e57,0.040689133
b8e627bf,0.3626623
86bb5d85,0.7750494
77e5034c,0.1459
607079e5,0.9973628
96879fb4,0.54952097
6afe606d,0.919041
4129802f,0.9943322
a42300ef,0.834568
1af842f5,0.9983339
3fe57d78,0.99647886
f4e60ed5,0.9955199
68c8337b,0.665285
914ed5b5,0.9652354
a6bb5987,0.9996586
c781c439,0.8353533
47a1a25e,0.9437378
80ea0713,0.9276161
a9d001bc,0.194313
f94d098a,0.94837743
3e230e0e,0.93461365
24afa485,0.24015962
bc37db7f,0.71826595
83f99e4d,0.13438423
1a8d86f7,0.3350687
38136419,0.9251797
d393e637,0.9361467
36902570,0.81363255
327f7b25,0.99984443
3f8543c6,0.9344975
a0d42a70,0.9590855
e07ba430,0.6810454
c6e53803,0.9825759
fec4dad8,0.98510647
933fc5ba,0.9756958
c27eda4e,0.9872376
9b94d2c2,0.0069602416
a2dbdb31,0.99525464
816258dd,0.3053851
81f11218,0.9876365
c4bd9d04,0.99535215
c6ce9bf9,0.9991042
a7b3cc29,0.18076289
527870bf,0.96500045
9af26068,0.99919873
0b591e70,0.99745005
2b1e57c5,0.95257664
194db786,0.8006183
e09ba644,0.9998603
fa2ed3e5,0.98995554
1ba92726,0.9937882
8c8f45b4,0.024159105
f8889f44,0.036357816
598e255b,0.95080423
45f1aa7a,0.5264663
022956a3,0.2189643
d406064d,0.99595165
76617947,0.03856089
d0e5dccb,0.92928785
33271da6,0.48926312
0840e2b1,0.3886669
521a9f4d,0.988821
7286b1dc,0.9973941
5b6acc2d,0.15275714
e034cd34,0.15136047
46577660,0.98050874
bb4d6f24,0.9922637
bfc7a3f2,0.99486876
abc66be8,0.40554133
3627189f,0.99988973
e49a77f6,0.4940122
a209d7ee,0.9965628
dee69cf6,0.9538464
9a6261a0,0.65383065
a8e444c6,0.37179703
a6a66a28,0.9990792
db7022ff,0.15260565
0dfb45d9,0.51146305
81c983aa,0.009640083
a98fb5e1,0.92476904
99e004d7,0.037182737
d16e5fbb,0.50395674
3c352f9e,0.9749758
12202699,0.9379937
86af0236,0.121257536
f3703e6f,0.9898858
4a71dc34,0.70462084
321edcdc,0.3632846
e365a657,0.042976703
45755c9c,0.6281652
873b0829,0.872057
72ccd009,0.6401243
205243d9,0.96862096
d9202f36,0.94865835
9d0c30b0,0.15102096
56644ace,0.066129684
c63f527f,0.9992994
bb84b9bd,0.9990633
6f68caf0,0.9921353
8492119b,0.42572042
71bde48d,0.9984182
d2d6e2ba,0.9466991
6f4b309c,0.9953145
b3cc5ba3,0.54900336
fee39547,0.9022562
4893137a,0.9946344
e283c4c4,0.99416935
25bac62b,0.9369544
8fd88dd6,0.0005883623
b48c104e,0.9542979
221d500b,0.96660155
8f0de087,0.9901708
32342e03,0.38741183
a8da99d8,0.03382414
93203755,0.99762136
d3c88528,0.99969196
0d7a17b3,0.94978637
bd72f5ec,0.9987571
e953c0fd,0.90097934
e730b6c6,0.8661913
c086033a,0.042804036
a521d303,0.013821657
b023957a,0.31055814
3e0f04e8,0.11886094
60647cba,0.09105114
2f5c43a8,0.83935064
b54ba69b,0.9132171
eac962ff,0.9815005
7e2a3763,0.04625723
9362d863,0.8351947
8f1b833c,0.9780759
79727ff5,0.0045226235
62614c75,0.98478043
75a03adf,0.9970753
cf138392,0.9950478
bf467a96,0.5069254
c8b34651,0.95258105
105a5c54,0.6223925
bf6de75c,0.9573948
060702c8,0.99742174
921bad2c,0.9659841
e0d17eb0,0.9707636
9a3825c9,0.9765946
8eda717f,0.18966995
78906e0c,0.9993388
c60100ad,0.99912745
90a72a52,0.991463
d80e4ed4,0.9826751
339cd0d2,0.10126086
d99de899,0.7168091
357e20d1,0.0022427186
a4d190da,0.8686574
bd226217,0.034642465
476e2771,0.99939406
4e483506,0.055521537
f70ea081,0.99751735
4645e56f,0.99886227
e6d05940,0.9537748
f8b3c6af,0.99530363
c89d6aad,0.98684967
0cb57f6e,0.97165114
86a4be46,0.1120062
75e62d7e,0.020103151
ebc36374,0.9316583
0ebcb731,0.99878913
24d000c5,0.92544097
f3c9a4f6,0.99887294
1bc59730,0.3813373
47ea0bff,0.98251617
cdeccfdd,0.8627711
15e09a1d,0.99865425
00652788,0.98244035
23649c84,0.3363855
91188a77,0.1532955
eaca8580,0.99684227
4ce9daeb,0.15427613
d4220673,0.94844884
b6a87aef,0.5307961
8333ebed,0.99878436
950a3453,0.7884361
7074f6c9,0.99860567
98a02caf,0.6122559
59c8d2b3,0.99988794
d99d13bd,0.9806137
de86f1cf,0.99992836
8f4b1985,0.9990589
a7779b04,0.5880351
2caeab11,0.8941812
16aeea7c,0.98107994
b9d19ab9,0.9672929
29c5d2fd,0.9997764
efcefa55,0.990428
099161c3,0.99784625
12b49195,0.20342924
96a1ce13,0.7796799
67964b4f,0.023206158
b61c605c,0.011350044
bcfc0f16,0.082792886
bf0cb956,0.28026932
12f6aa7d,0.22125617
f36f3a0c,0.018921303
83490492,0.82958925
e3b62b60,0.98420644
20b27d66,0.99725974
25c3ce93,0.3218208
67a2ff0b,0.9938626
9b2d3c1a,0.97225565
8ad51f7d,0.21156105
14137b57,0.9925223
9ea5aa79,0.56476134
5ea1d2dd,0.98500603
979c867e,0.9944106
7ea1e1b6,0.61315465
d65520ba,0.79273146
765ad2e2,0.9365434
d2957326,0.98654014
24349e24,0.4902488
fd8a2ae3,0.38687646
b282d98e,0.91925365
3eaa7a61,0.76793
16533dd4,0.48188275
4adb68d7,0.9998648
565005b9,0.93859273
51d86e0c,0.99980325
30635642,0.0014985506
d9480a60,0.11643015
b2647128,0.90759575
20478c55,0.98985136
caa0d105,0.0129470145
474f4534,0.6526896
d51e3867,0.9926258
e5d1bba7,0.9978556
e7000b2a,0.6577627
78f06b79,0.038659308
8a9f4bee,0.9993593
3d716bbe,0.9958407
6e1ddef1,0.90600455
9826f39a,0.9454541
3fdc82f7,0.9988342
31f013c3,0.99649197
97a9df6d,0.88222945
10e65294,0.72337574
0bdca1a5,0.83290064
374037fa,0.9960555
1d1a0cec,0.91991943
d415c5ad,0.45250362
ced1306d,0.7492612
f43497f3,0.99156463
ffd13a9e,0.9991757
6f67148e,0.9943065
be322b68,0.99484515
af209b44,0.29823795
69b53a4a,0.99562883
4c085180,0.8445169
608cea18,0.98838985
f8bebbfd,0.57495886
ae16855d,0.053378664
dfc700b3,0.99755824
e3bdd9ac,0.99587315
87a8ea20,0.8730258
3c3da9aa,0.99820805
76c882d6,0.0024607223
9e429645,0.9886207
7dc9c990,0.0007961509
f38d53ef,0.90219253
e1785b6e,0.64148766
80c673fb,0.99662316
a8b8c20b,0.53913194
6a1ff150,0.9981881
2f68d4fe,0.9886897
c462ec65,0.99941957
c374d5c4,0.9989843
d20769b3,0.9940743
c467fe4d,0.8673302
1356229e,0.7766282
b1532127,0.009327529
3777ee22,0.99979824
4ba6023f,0.9987054
08504ae6,0.23314252
5e0b4cc5,0.29241037
249a0c1f,0.9982849
24b3497f,0.457394
9edcf494,0.11678759
53297290,0.65831894
6d3a269e,0.9971123
1b0d38fc,0.087423705
02747427,0.9904585
38867253,0.9994566
c392dbd0,0.9231788
8939734c,0.0020022593
097ba3af,0.0007017089
30f0f835,0.98655975
bdab1bcf,0.9991068
1070a984,0.9522198
c41b8a90,0.99615496
86a3b5cc,0.9739343
d0a3719e,0.99586713
b1a8067b,0.101555504
911bc6aa,0.99102837
67a2d0ac,0.82674503
11447262,0.5451873
12fd1375,0.066443965
f2898538,0.95968616
0e7355e2,0.06070916
bc2c87c8,0.9999336
94001156,0.1082312
d5855224,0.9787628
a3c1a552,0.14293832
edcf54fa,0.81916255
a28b90eb,0.09292804
63cd028f,0.034458246
dbc79657,0.4670454
bc856bf1,0.99615556
c7e25a70,0.8265047
9771b119,0.018127292
836db0d9,0.2926865
f5685d3e,0.98835456
bb04299d,0.9790652
163a9d23,0.85877144
5283c614,1.1639644e-05
2276d5d8,0.97039974
ccb77e34,0.85047436
d4a75bf3,0.83370805
e15f46ea,0.73204243
992a45ba,0.97932786
056e7768,0.007021117
a1dc016b,0.26659563
38db82cd,0.01804243
3295f3ae,0.92578906
a6ff3660,0.74947274
5981b799,0.9955499
2636d79d,0.011217401
7a8521e2,0.0016074949
9b53021d,0.9857436
0a37be18,0.9911248
a8676e55,0.99850166
3488b8fc,0.63569015
b86d4006,0.8172761
33888635,0.9999057
aa9ca5f9,0.9881472
08faf0f6,0.04140436
5320cd26,0.0004225387
2c57fdaa,0.9508328
d467ce62,0.7660464
888a568e,0.9991761
88d6c838,0.9860021
8f138517,0.91354674
e1108dc0,0.04711355
9e9cd6c9,0.040499184
ab893af4,0.9589816
4d4b30ba,0.9723557
7ce15e26,0.18063152
dbc45500,0.006940541
6a0cde3f,0.6290814
2658014c,0.6497064
08d20604,0.06765459
03c83dc9,0.04166503
d741ccd1,0.38777536
992d48b6,0.0003935041
b1ea3253,0.98598874
da379e69,0.9167265
73b429af,0.99803895
2aefe712,0.99049944
1e3634f9,0.9996412
069ee09e,0.2105537
a7970f81,0.007250168
23084d2e,0.031773463
ac57710a,0.9988397
02553267,0.9376626
0971c6c7,0.98333216
cdb7f1fe,0.7099114
d3af3f60,0.98388875
59daf44b,0.94529825
c2169934,0.9910289
da03b56e,0.8257958
474ea404,0.9960393
f686cdc4,0.9184152
f865b354,0.94312245
106df554,0.98469895
e5637171,0.99397224
cba8985c,0.22532836
cc09c9ce,0.2823866
0b85b33f,0.9694522
92f20625,0.9960969
6b1379dd,0.98682505
ed2b1df1,0.7407575
325124e4,0.08477217
7455c944,6.7258865e-05
fd68ccc1,0.6780863
8df9100d,0.3504545
c406df9b,0.06959846
4978870c,0.07462918
383f95d6,0.99596065
aba96bbf,0.0014221444
6bba66b4,0.966938
b86fa0c9,0.9947189
a2abc369,0.6358807
0b40c014,0.9801502
d45add48,0.9871144
00193999,0.9255463
c2f1b710,0.40158316
53750c72,0.02257906
3137ef1d,0.9502186
bc6b8e2a,0.85734403
7cb546c6,0.99852824
d59a2349,0.053868428
04d04b9a,0.3676371
05ac1343,0.055141695
2917895f,0.2884766
342a1d01,0.9955088
78309e4b,0.9881688
5c1a5aba,0.9708782
fae57f79,0.7217147
23821d71,0.97464234
5780b19d,0.6373368
11c67865,0.9202293
8564f114,0.9646042
ec7d0fdd,0.93476385
9a0446b8,0.9805587
5f5da69d,0.99339116
7a11839b,0.9975816
763c9bbf,0.011746244
15a7b5c5,0.031851105
e9c7e251,0.9721619
2555c207,0.13448997
ec8d9784,0.010729113
08fd9d10,0.99078923
9504ae29,0.1911019
0b91a24d,0.9844461
e62e6cfe,0.9933522
5d1291bb,0.9971361
b3c1f2e7,0.97916806
c6a8db21,0.23654824
f2c137fd,0.9967784
b61e8155,0.9933435
45b9ee35,0.4014112
8fe9c49b,0.036099818
b98ceb09,0.89000297
70c4a435,0.97931355
d953d111,0.99543506
da7de86e,0.715871
519f8611,0.9900662
75eefdc3,0.003398041
62412092,0.99919945
de8ec010,0.70824
ee6121f8,0.9986197
412b66e0,0.84999186
7405c131,0.98293924
efff4306,0.96904033
5658d679,0.57669646
617f88fc,0.04145727
a120100b,0.38732752
0971369e,0.7785245
83f7fe7b,0.908957
12437da1,0.06420413
8e7f96a5,0.7896416
a08237de,0.29584312
a013bd6f,0.60011727
c6fdd404,0.9982097
317e2af4,0.966812
dd9878c0,0.98979133
42e76a51,0.9992841
022f77e3,0.98024356
cada3682,0.9995221
53074f1f,0.8437234
e6c19679,0.8597972
dfb69b8b,0.88863426
e1572941,0.21452384
8d549cd2,0.12811767
6913594d,0.99891114
6e528fd6,0.106748715
c8b037c7,0.00051508227
c3b6c880,0.00215888
9684ac04,0.00028190235
6d974acc,0.9516096
57b10462,0.9872634
b2373298,0.26388282
8e946e10,0.9790233
6acee7de,0.5681608
8ad7cc2f,0.0510758
8e6e087e,0.807325
c3e46df5,0.031523272
f6983f34,0.9477357
8130a3aa,0.40062475
0f11be03,0.993385
766073e1,0.99527836
e67f6889,0.99991715
148a0930,0.018689912
b333ff97,0.7743725
1c148a28,0.9887094
ee0b02d7,0.9972759
fa1c5f6d,0.7882003
9b12ae1f,0.9160533
3bb60b1b,0.9986142
096e7594,0.99423003
ac98996a,0.19355148
1b7b9b9d,0.9963683
61b2ac6f,0.9932894
2bd414a8,0.9036898
73d12826,0.92012596
29f7ec33,0.10888109
265f8aa8,0.9995314
0d6be675,0.9944734
a00ecdf6,0.9972784
c414328a,0.009339482
d47de87e,0.39323345
376f984f,0.96915644
12a35aa5,0.9458912
8ecfd739,0.21206269
2cbc30f4,0.9830236
aa4bdf31,0.8876924
69d18f51,0.9979698
50cd4394,0.9356799
bda732e1,0.999038
8e77e385,0.947975
49dfd51a,0.96485436
b0a3e728,0.9991636
518061ec,0.95476866
bb306c8c,0.13293415
1b2cf099,0.023182034
e7c405e4,0.019184966
1fc79c9d,0.9782079
3427cd60,0.9956852
8fc604cd,0.9998361
0981acfd,0.019451173
512e9c5c,0.7905256
ae9f2426,0.023950875
a8cd44c8,0.9973707
acac91c3,0.99885225
35988937,0.99425805
2a2dd539,0.97999614
3f971e0a,0.0021151418
7e09131c,0.94814354
82726c59,0.528355
ec4c3dbd,0.99479854
2a851255,0.022855481
2cebdab4,0.98843133
013b617b,0.96186143
21a8603a,0.9762515
fe2f2579,0.9645492
df069a3d,0.99376196
595f7f57,0.9310587
081bdb0a,0.022282062
6f8e7b3a,0.99347913
d1824fe1,0.8864817
3ddc6778,0.7188835
57e4244d,0.99298817
18e2e176,0.0051592025
7394cdbc,0.999739
19821b41,0.037250694
12e9563c,0.99806935
b96c9ed9,0.9996495
096d9c1b,0.9917739
97454a30,0.9996705
43b6c5d3,0.9876145
2c58bcc5,0.9306573
0c71dc02,0.996664
f7cd79b0,0.81724614
922ec513,0.13411534
561b6b2c,0.999071
32913f04,0.9824118
77aad507,0.16254479
d62d5a9c,0.9902383
be70bb3d,0.95707107
84920252,0.80400145
b9623d93,0.96123505
ba925eca,0.16653325
181ecadf,0.9735926
6fbcc9e2,0.43899626
57d5b182,0.58273727
d3013a36,0.9529752
21cafb54,0.7798912
d1a6cc74,0.09722303
c4017d47,0.03149208
22e05854,0.0005032869
7eb53ec8,0.9977586
c77a806d,0.999524
c114c951,0.99912566
71495521,0.1370413
98bb1260,0.70137924
546ec108,0.9986104
78f39102,0.034003027
26b6379a,0.9700922
8cb14c23,0.97441745
75892ee1,0.9290461
3d31d65f,0.47640967
30784a7a,0.95812404
efba2a23,0.99809283
9fcb2c5a,0.26654494
9910ee7e,0.42001888
dc97b587,0.8637846
7732ca72,0.68225634
c4bac1f1,0.054671057
a80ddf30,0.08201925
fe79c536,0.75505716
84e34259,0.99977607
7db3b563,0.03240184
5e946e6e,0.9714901
76881bf4,0.9857964
7c606237,0.1755468
7aa06d7d,0.8551295
0d035cbc,0.996705
0838e69f,0.9710913
f6715e39,0.9982109
499004bb,0.58148015
4cefc9ec,0.03316012
ded95f0a,0.9978999
073112c9,0.98638374
96cb4df4,0.83846545
0962de0b,0.9972007
cea18b7b,0.9997974
75463cb0,0.85410315
4a59c201,0.8811261
29d46646,0.95783675
e6134ca4,0.2094635
445ae936,0.57587236
420d8dda,0.9992951
bae1b5b1,0.9955668
9f49327e,0.71189517
18b52f62,0.9692448
b02bb341,0.8548258
e5be8689,0.17812526
b5b85b95,0.5740128
b94f72e3,0.9776053
a79114fd,0.0074503366
502ffafa,0.99867624
b8e274d7,0.8750159
e37f8f63,0.07310638
c8a5c9d9,0.91533244
d574bf84,0.99236065
88bc1b71,0.9921468
3261e3ee,0.9996376
e65424cf,0.992004
706d2090,0.019886173
94d4c49c,0.8677194
51ba3d48,0.56325716
fdd4c395,0.957528
12eed563,0.99926776
f93627e8,0.9970395
df51a7cd,0.7091913
c84092af,0.9702786
514a25a2,0.40373147
5d421481,0.06470727
d3859efd,0.9993656
eb024725,0.08419026
0d8537a5,0.46662942
fe708ff7,0.41398713
1790bbf0,0.9704549
8a30487e,0.80017537
70a01d16,0.9827299
89bb7fca,0.9978327
398c1300,0.0005440294
41b43c73,0.069440514
72d2839a,0.96605945
beeb98cf,0.001025568
c409f194,0.92773944
0c654278,0.822841
fb155295,0.9545996
103d1e1d,0.99938166
6c755ff3,0.0027143513
3722a062,0.99536914
90611922,0.712345
77b432f1,0.9999796
ccf53246,0.87638277
4c52089f,0.98912513
81e05676,0.77217704
732c51d0,0.19421118
b60c6094,0.99312663
2e9db48a,0.9998561
68cdc732,0.9018506
e1f9dbd9,0.051575072
31fd12b9,0.9875414
72bd3e45,0.8614683
84e2f1ab,0.84223294
b4b6d3d0,0.95864713
874d507a,0.58159065
44775bac,0.9947547
83dfaf91,0.39807835
a9a1cc1e,0.039501257
227de452,0.049923103
14519bcf,0.0019530756
970a9821,0.9974712
e84230ac,0.0022433794
550e4ebc,0.9009839
5e98d635,0.0072885426
667d386b,0.6032685
503fefff,0.99649376
08bcb429,0.85283166
90c293d2,0.93767315
bbc84c36,0.9988102
3facaac6,0.9869243
e8d1bc63,0.5260247
0ba50202,0.944329
9d947517,0.014664337
e084ed8f,0.046267983
7051b370,0.19014487
910f551e,0.99331325
8d238915,0.9966466
e7238f30,0.7047843
a658f1ba,0.91688323
0b4e7093,0.9309685
4d59af79,0.6434569
99a7b417,0.99836546
e5798365,0.97794515
078c699f,0.74951017
b2cd6017,0.8381601
89b3960f,0.9867163
104d981d,0.98275054
05e410e9,0.90212446
44556da6,0.9908015
207e5145,0.65180254
390ddfc0,0.17802761
2e82728f,0.7988301
4245d2cc,0.81792456
d43a187c,0.86032516
52b60236,0.100072905
cc22996f,0.99844617
bf08f16a,0.42362964
47dea2c3,0.99915266
22ac0bab,0.9960563
49c670ad,0.058349136
1040e727,0.9009635
f39933c4,0.6586814
30474ea4,0.99636793
73978670,0.82402086
527ad437,0.99994206
78f83e41,0.43076292
12921cf8,0.9896181
b960192b,0.18873422
9dfaf61b,0.29459518
cec954d2,0.00024706157
00bb437f,0.92469925
06458d98,0.46891862
37ba4455,0.9834109
2feeeaf3,0.99822444
06c83a48,0.9401244
dfe4fd55,0.1642597
0b7fb9da,0.0005577698
52d1ae5f,0.00017462658
0ef51267,0.5881555
0d9822ce,0.9132868
bcad7099,0.009060503
a26a7454,0.99641365
93b7cc9d,0.93209136
dcd0ddc6,0.10654043
16655d5c,0.9943879
2a6150ae,0.36418214
601fa9bc,0.18015438
3644a31b,0.9710598
396254ec,0.9910438
b01bf536,0.5856053
ff13313c,0.9986237
18c308c7,0.22288868
50b69cc6,0.060796108
76bd6e6a,0.30834815
74c587bb,0.90165836
11b26a63,0.8098046
bf2bc384,0.72905743
075634d5,0.01762491
7b1e388b,0.20627385
8eb02fc2,0.9866361
5b09ed4a,0.81334025
371b935e,0.9315097
7a1cbaab,0.6930873
c5c72595,0.9942583
c5ea95c0,0.06574499
a5b61d35,0.76634073
2c252c46,0.9836865
7d8e52d9,0.68708104
13fe65d5,0.8638529
a3d2abc6,0.2501459
9248daa9,0.83441776
605470fc,0.25361255
38717ccd,0.9989623
1144cbd0,0.9426872
6d32e09b,0.96070963
89b138f7,0.71592796
a83f69a4,0.94779164
68b7f89d,0.9974126
a0998397,0.97620946
7e20006f,0.003148587
93b12419,0.99804246
475c5a35,0.9845728
67f42c90,0.90784526
45a114e0,0.92623025
41a59ee9,0.99028754
6c2c6a39,0.8663386
9f840a7d,0.39081725
2ad5ee96,0.6798163
cb8b875e,0.9995629
2283d088,0.09068102
545f8210,0.23544382
7eeed38a,0.9690461
be77b9e7,0.101729214
16ec40a3,0.9918057
b7e74bcf,0.9910075
8a36acfd,0.95402604
d2e5b493,0.99993443
bd88797b,0.5920291
78566a26,0.0032977015
32449528,0.14440508
5f6ffdad,0.6768762
38bdc33c,0.65315425
f88a9ed3,0.7650613
c1fe2103,0.028732615
63f7ddd9,0.014531256
97e123d2,0.9947701
7d078228,0.9660234
6b43e60f,0.99993324
e07665a4,0.9988495
4da0c147,0.18244147
1d2474a1,0.79611933
f39a3050,0.0686962
aaeb3f89,0.60472393
daa3d1e9,0.5432896
23cad3ed,0.99993527
dc8fd92d,0.99907744
994a2787,0.027895693
5009ce8c,0.98810893
95ba90c7,0.0030220265
bb176f20,0.087750874
57ccd603,0.58862454
c3767f5b,0.9963477
076492b4,0.06318944
68864007,0.9903932
fb124dd7,0.9795064
